,thickness,I
0,0.0,1.0
1,0.1000100010001,0.998999899989999
2,0.2000200020002,0.998000800180028
3,0.3000300030003,0.9970026995697869
4,0.4000400040004,0.9960055971599762
5,0.5000500050005,0.9950094919522954
6,0.6000600060006,0.9940143829494428
7,0.7000700070007,0.9930202691551139
8,0.8000800080008,0.9920271495740006
9,0.9000900090009001,0.9910350232117904
10,1.000100010001,0.9900438890751649
11,1.1001100110011,0.9890537461717994
12,1.2001200120012,0.9880645935103615
13,1.3001300130013,0.9870764301005102
14,1.4001400140014,0.9860892549528949
15,1.5001500150015001,0.9851030670791546
16,1.6001600160016,0.9841178654919167
17,1.7001700170017,0.9831336492047961
18,1.8001800180018002,0.982150417232394
19,1.9001900190019,0.9811681685902974
20,2.000200020002,0.9801869022950777
21,2.1002100210021,0.9792066173642895
22,2.2002200220022,0.9782273128164705
23,2.3002300230023,0.9772489876711394
24,2.4002400240024,0.976271640948796
25,2.5002500250025,0.9752952716709195
26,2.6002600260026,0.9743198788599674
27,2.7002700270027002,0.9733454615393754
28,2.8002800280028,0.9723720187335555
29,2.9002900290029,0.9713995494678954
30,3.0003000300030003,0.9704280527687577
31,3.1003100310031,0.9694575276634784
32,3.2003200320032,0.9684879731803666
33,3.3003300330033003,0.9675193883487031
34,3.4003400340034,0.9665517721987394
35,3.5003500350035,0.965585123761697
36,3.6003600360036003,0.9646194420697661
37,3.7003700370037,0.963654726156105
38,3.8003800380038,0.9626909750548388
39,3.9003900390039004,0.9617281878010586
40,4.000400040004,0.9607663634308206
41,4.1004100410041,0.9598055009811448
42,4.2004200420042,0.9588455994900146
43,4.3004300430043,0.9578866579963752
44,4.4004400440044,0.9569286755401332
45,4.5004500450045,0.9559716511621552
46,4.6004600460046,0.9550155839042672
47,4.7004700470047,0.9540604728092534
48,4.8004800480048,0.9531063169208553
49,4.9004900490049,0.9521531152837708
50,5.000500050005,0.951200866943653
51,5.1005100510051005,0.9502495709471097
52,5.2005200520052,0.949299226341702
53,5.3005300530053,0.9483498321759438
54,5.4005400540054005,0.9474013874993003
55,5.5005500550055,0.9464538913621873
56,5.6005600560056,0.9455073428159705
57,5.7005700570057005,0.9445617409129642
58,5.8005800580058,0.9436170847064306
59,5.9005900590059,0.9426733732505785
60,6.0006000600060005,0.941730605600563
61,6.1006100610061,0.9407887808124836
62,6.2006200620062,0.9398478979433842
63,6.300630063006301,0.9389079560512515
64,6.4006400640064,0.9379689541950147
65,6.5006500650065,0.9370308914345437
66,6.600660066006601,0.9360937668306487
67,6.7006700670067,0.9351575794450795
68,6.8006800680068,0.934222328340524
69,6.900690069006901,0.9332880125806075
70,7.000700070007,0.9323546312298918
71,7.1007100710071,0.9314221833538743
72,7.200720072007201,0.9304906680189869
73,7.3007300730073,0.9295600842925953
74,7.4007400740074,0.9286304312429977
75,7.500750075007501,0.9277017079394243
76,7.6007600760076,0.9267739134520362
77,7.7007700770077,0.9258470468519241
78,7.800780078007801,0.9249211072111081
79,7.9007900790079,0.9239960936025361
80,8.000800080008,0.9230720051000834
